DGUID,CSD,PR,DATES,SOURCE
2021A00055924820,Tork 7,BC,,
2021A00055924833,Oclucje 7,BC,,
2021A00055924835,Tsa Xana 18,BC,,
2021A00055924836,Ehatis 11,BC,,
2021A00055924840,Homalco 9,BC,,
2021A00055924843,Nenagwas 12,BC,,
2021A00055926005,Comox,BC,,
2021A00055926010,Courtenay,BC,,
2021A00055926014,Cumberland,BC,,
2021A00055926021,Comox Valley A,BC,,
2021A00055926022,Comox Valley B (Lazo North),BC,,
2021A00055926024,Comox Valley C (Puntledge - Black Creek),BC,,
2021A00055926801,Comox 1,BC,,
2021A00055926802,Pentledge 2,BC,,
2021A00055927008,Powell River,BC,,
2021A00055927010,qathet A,BC,,
2021A00055927012,qathet B,BC,,
2021A00055927016,qathet C,BC,,
2021A00055927018,qathet D,BC,,
2021A00055927020,qathet E,BC,,
2021A00055927802,Sliammon 1,BC,,
2021A00055927806,Sechelt (Part),BC,,
2021A00055929005,Gibsons,BC,,
2021A00055929011,Sechelt,BC,,
2021A00055929018,Sunshine Coast A,BC,,
2021A00055929022,Sunshine Coast B,BC,,
2021A00055929024,Sunshine Coast D,BC,,
2021A00055929026,Sunshine Coast E,BC,,
2021A00055929028,Sunshine Coast F,BC,,
2021A00055929801,Chekwelp 26,BC,,
2021A00055929803,Sechelt (Part),BC,,
2021A00055931006,Squamish,BC,,
2021A00055931012,Pemberton,BC,,
2021A00055931017,Squamish-Lillooet C,BC,,
2021A00055931020,Whistler,BC,,
2021A00055931021,Squamish-Lillooet D,BC,,
2021A00055931026,Lillooet,BC,,
2021A00055931032,Squamish-Lillooet A,BC,,
2021A00055931034,Squamish-Lillooet B,BC,,
2021A00055931801,Cheakamus 11,BC,,
2021A00055931802,Kowtain 17,BC,,
2021A00055931806,Seaichem 16,BC,,
2021A00055931807,Stawamus 24,BC,,
2021A00055931808,Waiwakum 14,BC,,
2021A00055931809,Yekwaupsum 18,BC,,
2021A00055931812,Nesuch 3,BC,,
2021A00055931813,Bridge River 1,BC,,
2021A00055931814,Cayoosh Creek 1,BC,,
2021A00055931815,Chilhil 6,BC,,
2021A00055931816,Fountain 1,BC,,
2021A00055931817,Fountain 3,BC,,
2021A00055931818,Fountain 10,BC,,
2021A00055931819,Fountain 11,BC,,
2021A00055931820,Fountain 12,BC,,
2021A00055931821,Lillooet 1,BC,,
2021A00055931822,Fountain Creek 8,BC,,
2021A00055931823,McCartney's Flat 4,BC,,
2021A00055931824,Seton Lake 5,BC,,
2021A00055931825,Fountain 1D,BC,,
2021A00055931826,Necait 6,BC,,
2021A00055931827,Nesikep 6,BC,,
2021A00055931828,Pashilqua 2,BC,,
2021A00055931829,Pavilion 1,BC,,
2021A00055931831,Slosh 1,BC,,
2021A00055931832,Towinock 2,BC,,
2021A00055931833,Mission 5,BC,,
2021A00055931834,Fountain 3A,BC,,
2021A00055931842,Fountain 1B,BC,,
2021A00055931843,Mount Currie,BC,,
2021A00055931844,Nequatque,BC,,
2021A00055933006,Merritt,BC,,
2021A00055933008,Thompson-Nicola M (Beautiful Nicola Valley - North),BC,,
2021A00055933012,Thompson-Nicola N (Beautiful Nicola Valley - South),BC,,
2021A00055933015,Lytton,BC,,
2021A00055933019,Ashcroft,BC,,
2021A00055933024,Cache Creek,BC,,
2021A00055933028,Clinton,BC,,
2021A00055933032,Thompson-Nicola E (Bonaparte Plateau),BC,,
2021A00055933035,Logan Lake,BC,,
2021A00055933037,Thompson-Nicola I (Blue Sky Country),BC,,
2021A00055933039,Thompson-Nicola J (Copper Desert Country),BC,,
2021A00055933042,Kamloops,BC,,
2021A00055933044,Thompson-Nicola P (Rivers and the Peaks),BC,,
2021A00055933045,Sun Peaks Mountain,BC,,
2021A00055933054,Chase,BC,,
2021A00055933060,Thompson-Nicola L (Grasslands),BC,,
2021A00055933067,Clearwater,BC,,
2021A00055933068,Thompson-Nicola A (Wells Gray Country),BC,,
2021A00055933070,Thompson-Nicola B (Thompson Headwaters),BC,,
2021A00055933072,Thompson-Nicola O (Lower North Thompson),BC,,
2021A00055933074,Barriere,BC,,
2021A00055933801,Coldwater 1,BC,,
2021A00055933802,Douglas Lake 3,BC,,
2021A00055933803,Hamilton Creek 2,BC,,
2021A00055933805,Joeyaska 2,BC,,
2021A00055933806,Nicola Lake 1,BC,,
2021A00055933807,Nicola Mameet 1,BC,,
2021A00055933808,Nooaitch 10,BC,,
2021A00055933809,Paul's Basin 2,BC,,
2021A00055933810,Chuchhraischin,BC,,
2021A00055933811,Zoht 4,BC,,
2021A00055933812,Bonaparte 3,BC,,
2021A00055933813,Halhalaeden,BC,,
2021A00055933814,Canoe Creek 1,BC,,
2021A00055933817,Skeetchestn,BC,,
2021A00055933819,High Bar 1,BC,,
2021A00055933821,Canoe Creek 2,BC,,
2021A00055933823,Kitzowit 20,BC,,
2021A00055933824,Skuppah 2A,BC,,
2021A00055933825,Inklyuhkinatko 2,BC,,
2021A00055933828,Basque 18,BC,,
2021A00055933829,Klahkamich 17,BC,,
2021A00055933831,Kleetlekut 22,BC,,
2021A00055933832,Klickkumcheen 18,BC,,
2021A00055933833,Inkluckcheen,BC,,
2021A00055933834,Kumcheen 1,BC,,
2021A00055933836,Lower Hat Creek 2,BC,,
2021A00055933837,Peq-Paq 22,BC,,
2021A00055933839,Lytton 4A,BC,,
2021A00055933840,Lytton 4E,BC,,
2021A00055933841,Lytton 9A,BC,,
2021A00055933842,Lytton 9B,BC,,
2021A00055933844,Ashcroft 4,BC,,
2021A00055933845,105 Mile Post 2,BC,,
2021A00055933846,Oregon Jack Creek 5,BC,,
2021A00055933848,Nickel Palm 4,BC,,
2021A00055933849,Siska Flat,BC,,
2021A00055933850,Nickeyeah 25,BC,,
2021A00055933851,Nicomen 1,BC,,
2021A00055933852,Nohomeen 23,BC,,
2021A00055933853,Nuuautin 2,BC,,
2021A00055933854,Paska Island 3,BC,,
2021A00055933855,Papyum 27,BC,,
2021A00055933857,Pemynoos 9,BC,,
2021A00055933858,Seah 5,BC,,
2021A00055933859,Shackan 11,BC,,
2021A00055933861,Kloklowuck 7,BC,,
2021A00055933865,Skuppah 4,BC,,
2021A00055933866,Skwayaynope 26,BC,,
2021A00055933868,Spintlum Flat 3,BC,,
2021A00055933870,Nkaih 10,BC,,
2021A00055933872,Marble Canyon 3,BC,,
2021A00055933873,Stryen 9,BC,,
2021A00055933874,Tsaukan 12,BC,,
2021A00055933875,Upper Hat Creek 1,BC,,
2021A00055933876,Upper Nepa 6,BC,,
2021A00055933877,Whispering Pines 4,BC,,
2021A00055933878,Yawaucht 11,BC,,
2021A00055933879,Zacht 5,BC,,
2021A00055933880,Kamloops 1,BC,,
2021A00055933881,Spences Bridge,BC,,
2021A00055933882,Kanaka Bar,BC,,
2021A00055933884,Sahhaltkum 4,BC,,
2021A00055933886,Nekalliston 2,BC,,
2021A00055933887,North Thompson 1,BC,,
2021A00055933888,Louis Creek 4,BC,,
2021A00055933889,Squaam 2,BC,,
2021A00055933892,Stequmwhulpa 5,BC,,
2021A00055933893,Twoyqhalsht 16,BC,,
2021A00055933895,Shawniken 4B,BC,,
2021A00055933896,Nekliptum 1,BC,,
2021A00055933897,Boothroyd 8A,BC,,
2021A00055933898,Neskonlith,BC,,
2021A00055933899,Entlqwekkinh 19,BC,,
2021A00055935010,Kelowna,BC,,
2021A00055935012,Central Okanagan,BC,,
2021A00055935016,Lake Country,BC,,
2021A00055935018,Peachland,BC,,
2021A00055935020,Central Okanagan West,BC,,
2021A00055935029,West Kelowna,BC,,
2021A00055935801,Duck Lake 7,BC,,
2021A00055935802,Tsinstikeptum 9,BC,,
2021A00055935803,Tsinstikeptum 10,BC,,
2021A00055937005,Lumby,BC,,
2021A00055937010,Coldstream,BC,,
2021A00055937014,Vernon,BC,,
2021A00055937017,North Okanagan B,BC,,
2021A00055937021,North Okanagan C,BC,,
2021A00055937022,North Okanagan D,BC,,
2021A00055937023,North Okanagan E,BC,,
2021A00055937024,Spallumcheen,BC,,
2021A00055937028,Armstrong,BC,,
2021A00055937033,Enderby,BC,,
2021A00055937041,North Okanagan F,BC,,
2021A00055937801,Okanagan (Part) 1,BC,,
2021A00055937802,Enderby 2,BC,,
2021A00055937803,Priest's Valley 6,BC,,
2021A00055937805,Harris 3,BC,,
2021A00055939007,Golden,BC,,
2021A00055939011,Columbia-Shuswap A,BC,,
2021A00055939019,Revelstoke,BC,,
2021A00055939023,Columbia-Shuswap B,BC,,
2021A00055939032,Salmon Arm,BC,,
2021A00055939037,Columbia-Shuswap C,BC,,
2021A00055939039,Columbia-Shuswap D,BC,,
2021A00055939043,Columbia-Shuswap E,BC,,
2021A00055939044,Columbia-Shuswap F,BC,,
2021A00055939045,Sicamous,BC,,
2021A00055939801,Chum Creek 2,BC,,
2021A00055939802,Hustalen 1,BC,,
2021A00055939803,North Bay 5,BC,,
2021A00055939804,Okanagan (Part) 1,BC,,
2021A00055939805,Quaaout 1,BC,,
2021A00055939806,Salmon River 1,BC,,
2021A00055939807,Scotch Creek 4,BC,,
2021A00055939808,Switsemalph 3,BC,,
2021A00055939811,Switsemalph,BC,,
2021A00055941005,One Hundred Mile House,BC,,
2021A00055941009,Williams Lake,BC,,
2021A00055941010,Cariboo D,BC,,
2021A00055941012,Cariboo E,BC,,
2021A00055941013,Quesnel,BC,,
2021A00055941014,Cariboo F,BC,,
2021A00055941015,Cariboo G,BC,,
2021A00055941016,Cariboo H,BC,,
2021A00055941017,Cariboo L,BC,,
2021A00055941019,Cariboo A,BC,,
2021A00055941021,Cariboo B,BC,,
2021A00055941025,Wells,BC,,
2021A00055941026,Cariboo C,BC,,
2021A00055941027,Cariboo I,BC,,
2021A00055941039,Cariboo J,BC,,
2021A00055941041,Cariboo K,BC,,
2021A00055941801,Alkali Lake 1,BC,,
2021A00055941802,Canim Lake 1,BC,,
2021A00055941803,Canim Lake 4,BC,,
2021A00055941804,Canoe Creek 3,BC,,
2021A00055941805,Deep Creek 2,BC,,
2021A00055941806,Dog Creek 1,BC,,
2021A00055941807,Dog Creek 2,BC,,
2021A00055941808,Lohbiee 3,BC,,
2021A00055941809,Quesnel 1,BC,,
2021A00055941810,Soda Creek 1,BC,,
2021A00055941811,Johny Sticks 2,BC,,
2021A00055941812,Williams Lake 1,BC,,
2021A00055941813,Canim Lake 2,BC,,
2021A00055941817,Alexis Creek 14,BC,,
2021A00055941818,Alexis Creek 16,BC,,
2021A00055941821,Anahim's Flat 1,BC,,
2021A00055941827,Charley Boy's Meadow 3,BC,,
2021A00055941828,Chilco Lake 1,BC,,
2021A00055941829,Chilco Lake 1A,BC,,
2021A00055941831,Tanakut 4,BC,,
2021A00055941833,Kluskus 1,BC,,
2021A00055941835,Coglistiko River 29,BC,,
2021A00055941837,Nazco 20,BC,,
2021A00055941838,Puntzi Lake 2,BC,,
2021A00055941839,Redstone Flat 1,BC,,
2021A00055941840,Squinas 2,BC,,
2021A00055941841,Stone 1,BC,,
2021A00055941844,Agats Meadow 8,BC,,
2021A00055941845,Thomas Squinas Ranch 2A,BC,,
2021A00055941848,Alexis Creek 21,BC,,
2021A00055941849,Baptiste Meadow 2,BC,,
2021A00055941850,Toosey 1,BC,,
2021A00055941851,Towdystan Lake 3,BC,,
2021A00055941852,Trout Lake Alec 16,BC,,
2021A00055941854,Ulkatcho 13,BC,,
2021A00055941855,Windy Mouth 7,BC,,
2021A00055941856,Alexis Creek 34,BC,,
2021A00055941861,Betty Creek 18,BC,,
2021A00055941862,Salmon River Meadow 7,BC,,
2021A00055941864,Sundayman's Meadow 3,BC,,
2021A00055941866,Euchinico Creek 17,BC,,
2021A00055941868,Sandy Harry 4,BC,,
2021A00055941871,Fishtrap 19,BC,,
2021A00055941872,Swan Lake 3,BC,,
2021A00055941873,Alkali Lake 4A,BC,,
2021A00055941876,Lezbye 6,BC,,
2021A00055941879,Michel Gardens 36,BC,,
2021A00055941880,Ulkatcho 14A,BC,,
2021A00055941881,Baezaeko River 27,BC,,
2021A00055941882,Alexandria,BC,,
2021A00055941883,Anahim's Meadow,BC,,
2021A00055941884,Garden,BC,,
2021A00055941885,Little Springs,BC,,
2021A00055941886,Dragon Lake 3,BC,,
2021A00055943008,Alert Bay,BC,,
2021A00055943012,Port McNeill,BC,,
2021A00055943017,Port Alice,BC,,
2021A00055943023,Port Hardy,BC,,
2021A00055943027,Mount Waddington B,BC,,
2021A00055943031,Mount Waddington C,BC,,
2021A00055943033,Mount Waddington D,BC,,
2021A00055943037,Mount Waddington A,BC,,
2021A00055943804,Fort Rupert 1,BC,,
2021A00055943806,Tsulquate 4,BC,,
2021A00055943807,Dead Point 5,BC,,
2021A00055943808,Gwayasdums 1,BC,,
2021A00055943809,Hopetown 10A,BC,,
2021A00055943813,Quaee 7,BC,,
2021A00055943815,Kippase 2,BC,,
2021A00055943816,Quatsino Subdivision 18,BC,,
2021A00055943817,Thomas Point 5,BC,,
2021A00055943826,Thomas Point 5A,BC,,
2021A00055943835,Nimpkish 2,BC,,
2021A00055943836,Hope Island 1,BC,,
2021A00055943837,Alert Bay,BC,,
2021A00055945006,Central Coast A,BC,,
2021A00055945010,Central Coast C,BC,,
2021A00055945012,Central Coast D,BC,,
2021A00055945014,Central Coast E,BC,,
2021A00055945801,Bella Bella 1,BC,,
2021A00055945802,Bella Coola 1,BC,,
2021A00055945803,Katit 1,BC,,
2021A00055947007,Port Edward,BC,,
2021A00055947012,Prince Rupert,BC,,
2021A00055947016,North Coast A,BC,,
2021A00055947021,North Coast C,BC,,
2021A00055947023,Masset,BC,,
2021A00055947026,Queen Charlotte,BC,,
2021A00055947027,North Coast D,BC,,
2021A00055947030,Port Clements,BC,,
2021A00055947032,North Coast E,BC,,
2021A00055947802,Kulkayu (Hartley Bay) 4A,BC,,
2021A00055947803,Masset 1,BC,,
2021A00055947804,Skidegate 1,BC,,
2021A00055947806,Kulkayu (Hartley Bay) 4,BC,,
2021A00055947807,Dolphin Island 1,BC,,
2021A00055947809,Lax Kw'alaams 1,BC,,
2021A00055947810,S1/2 Tsimpsean 2,BC,,
2021A00055947823,Tlaa Gaa Aawtlaas 28,BC,,
2021A00055949005,Kitimat,BC,,
2021A00055949011,Terrace,BC,,
2021A00055949013,Kitimat-Stikine C (Part 1),BC,,
2021A00055949018,Kitimat-Stikine E,BC,,
2021A00055949020,Kitimat-Stikine C (Part 2),BC,,
2021A00055949022,Hazelton,BC,,
2021A00055949024,New Hazelton,BC,,
2021A00055949028,Kitimat-Stikine B,BC,,
2021A00055949032,Stewart,BC,,
2021A00055949035,Nisga'a,BC,,
2021A00055949038,Kitimat-Stikine F,BC,,
2021A00055949039,Kitimat-Stikine A,BC,,
2021A00055949041,Kitimat-Stikine D,BC,,
2021A00055949802,Kitasoo 1,BC,,
2021A00055949803,Kitamaat 2,BC,,
2021A00055949804,Kitsumkaylum 1,BC,,
2021A00055949805,Kshish 4,BC,,
2021A00055949807,Kulspai 6,BC,,
2021A00055949810,Coryatsaqua (Moricetown) 2,BC,,
2021A00055949811,Hagwilget 1,BC,,
2021A00055949812,Gitanmaax 1,BC,,
2021A00055949813,Kispiox 1,BC,,
2021A00055949814,Gitsegukla 1,BC,,
2021A00055949815,Gitanyow 1,BC,,
2021A00055949816,Gitwangak 1,BC,,
2021A00055949817,Moricetown 1,BC,,
2021A00055949818,Sik-e-dakh 2,BC,,
2021A00055949819,Babine 17,BC,,
2021A00055949820,Bulkley River 19,BC,,
2021A00055949832,Iskut 6,BC,,
2021A00055949843,Guhthe Tah 12,BC,,
2021A00055949844,Kitselas 1,BC,,
2021A00055949845,Dease Lake 9,BC,,
2021A00055949846,Tahltan 1,BC,,
2021A00055949847,Telegraph Creek,BC,,
2021A00055951007,Vanderhoof,BC,,
2021A00055951009,Fraser Lake,BC,,
2021A00055951013,Fort St. James,BC,,
2021A00055951015,Bulkley-Nechako C,BC,,
2021A00055951017,Bulkley-Nechako D,BC,,
2021A00055951019,Bulkley-Nechako F,BC,,
2021A00055951022,Burns Lake,BC,,
2021A00055951028,Bulkley-Nechako B,BC,,
2021A00055951031,Bulkley-Nechako E,BC,,
2021A00055951032,Granisle,BC,,
2021A00055951034,Houston,BC,,
2021A00055951038,Telkwa,BC,,
2021A00055951043,Smithers,BC,,
2021A00055951051,Bulkley-Nechako A,BC,,
2021A00055951053,Bulkley-Nechako G,BC,,
2021A00055951801,Ye Koo Che 3,BC,,
2021A00055951802,Nautley (Fort Fraser) 1,BC,,
2021A00055951803,Nak'azdli,BC,,
2021A00055951804,Sowchea 3,BC,,
2021A00055951805,Binche 2,BC,,
2021A00055951806,Seaspunkut 4,BC,,
2021A00055951807,Stellaquo (Stella) 1,BC,,
2021A00055951809,Stony Creek 1,BC,,
2021A00055951810,Tache 1,BC,,
2021A00055951811,Tacla Lake (Ferry Landing) 9,BC,,
2021A00055951813,Laketown 3,BC,,
2021A00055951814,Dzitline Lee 9,BC,,
2021A00055951815,Burns Lake 18,BC,,
2021A00055951818,Cheslatta 1,BC,,
2021A00055951819,Omineca 1,BC,,
2021A00055951820,Palling 1,BC,,
2021A00055951821,Duncan Lake 2,BC,,
2021A00055951822,Francois Lake 7,BC,,
2021A00055951823,Skins Lake 16A,BC,,
2021A00055951824,Skins Lake 16B,BC,,
2021A00055951825,Tatla West 11,BC,,
2021A00055951826,Uncha Lake 13A,BC,,
2021A00055951827,Woyenne 27,BC,,
2021A00055951828,Babine 6,BC,,
2021A00055951829,Babine 25,BC,,
2021A00055951830,Jean Baptiste 28,BC,,
2021A00055951831,Babine 16,BC,,
2021A00055951832,Noonla 6,BC,,
2021A00055951833,Tatla't East 2,BC,,
2021A00055951840,Williams Prairie Meadow 1A,BC,,
2021A00055951844,Poison Creek 17A,BC,,
2021A00055951845,Tadinlay 15,BC,,
2021A00055951846,Nedoats 11,BC,,
2021A00055951847,Babine Lake 21B,BC,,
2021A00055951848,North Tacla Lake,BC,,
2021A00055951849,Mission Lands 17,BC,,
2021A00055953007,Valemount,BC,,
2021A00055953012,McBride,BC,,
2021A00055953019,Fraser-Fort George H,BC,,
2021A00055953023,Prince George,BC,,
2021A00055953033,Mackenzie,BC,,
2021A00055953038,Fraser-Fort George A,BC,,
2021A00055953042,Fraser-Fort George C,BC,,
2021A00055953044,Fraser-Fort George D,BC,,
2021A00055953046,Fraser-Fort George E,BC,,
2021A00055953048,Fraser-Fort George F,BC,,
2021A00055953050,Fraser-Fort George G,BC,,
2021A00055953801,Fort George 2,BC,,
2021A00055953802,McLeod Lake 1,BC,,
2021A00055955003,Tumbler Ridge,BC,,
2021A00055955005,Pouce Coupe,BC,,
2021A00055955010,Chetwynd,BC,,
2021A00055955014,Dawson Creek,BC,,
2021A00055955021,Peace River D,BC,,
2021A00055955023,Peace River E,BC,,
2021A00055955025,Hudson's Hope,BC,,
2021A00055955030,Taylor,BC,,
2021A00055955034,Fort St. John,BC,,
2021A00055955040,Peace River B,BC,,
2021A00055955042,Peace River C,BC,,
2021A00055955801,East Moberly Lake 169,BC,,
2021A00055955802,West Moberly Lake 168A,BC,,
2021A00055955803,Blueberry River 205,BC,,
2021A00055955804,Doig River 206,BC,,
2021A00055955807,Fort Ware 1,BC,,
2021A00055955808,Halfway River 168,BC,,
2021A00055955812,Ingenika Point,BC,,
2021A00055955840,Finlay River 6,BC,,
2021A00055955850,Mesilinka 7,BC,,
2021A00055957022,Stikine Region,BC,,
2021A00055957802,Unnamed 10,BC,,
2021A00055957803,Five Mile Point 3,BC,,
2021A00055957804,Good Hope Lake,BC,,
2021A00055957813,Lower Post,BC,,
2021A00055957814,Liard River 3,BC,,
2021A00055957820,Dease River 1,BC,,
2021A00055959007,Northern Rockies,BC,,
2021A00055959805,Fontas 1,BC,,
2021A00055959806,Fort Nelson 2,BC,,
2021A00055959809,Kahntah 3,BC,,
2021A00055959810,Prophet River 4,BC,,
2021A00056001003,Watson Lake,YT,,
2021A00056001004,Faro,YT,,
2021A00056001006,Teslin,YT,,
2021A00056001007,Teslin Post 13,YT,,
2021A00056001008,Carcross 4,YT,,
2021A00056001009,Whitehorse,YT,,
2021A00056001010,Lake Laberge 1,YT,,
2021A00056001012,Carmacks,YT,,
2021A00056001018,Haines Junction,YT,,
2021A00056001019,Kloo Lake,YT,,
2021A00056001022,Mayo,YT,,
2021A00056001029,Dawson,YT,,
2021A00056001031,Moosehide Creek 2,YT,,
2021A00056001032,Upper Liard,YT,,
2021A00056001036,Tagish,YT,,
2021A00056001037,Ross River,YT,,
2021A00056001038,Champagne Landing 10,YT,,
2021A00056001039,Burwash Landing,YT,,
2021A00056001041,Pelly Crossing,YT,,
2021A00056001042,Beaver Creek,YT,,
2021A00056001043,Old Crow,YT,,
2021A00056001044,Mt. Lorne,YT,,
2021A00056001045,"Yukon, Unorganized",YT,,
2021A00056001046,Swift River,YT,,
2021A00056001047,Johnsons Crossing,YT,,
2021A00056001048,Carcross,YT,,
2021A00056001049,Destruction Bay,YT,,
2021A00056001050,Stewart Crossing,YT,,
2021A00056001052,Keno Hill,YT,,
2021A00056001055,Ibex Valley,YT,,
2021A00056001057,Teslin,YT,,
2021A00056001058,Marsh Lake,YT,,
2021A00056001059,Macpherson-Grizzly Valley,YT,,
2021A00056001060,"Whitehorse, Unorganized",YT,,
2021A00056001065,North Slope,YT,,
2021A00056101010,Tsiigehtchic,NT,,
2021A00056101014,Paulatuk,NT,,
2021A00056101015,Fort McPherson,NT,,
2021A00056101017,Inuvik,NT,,
2021A00056101025,Aklavik,NT,,
2021A00056101036,Tuktoyaktuk,NT,,
2021A00056101041,Sachs Harbour,NT,,
2021A00056101063,"Region 1, Unorganized",NT,,
2021A00056101095,Ulukhaktok,NT,,
2021A00056102003,Déline,NT,,
2021A00056102005,Tulita,NT,,
2021A00056102007,Norman Wells,NT,,
2021A00056102009,Fort Good Hope,NT,,
2021A00056102012,Colville Lake,NT,,
2021A00056102063,"Region 2, Unorganized",NT,,
2021A00056103031,Behchokò,NT,,
2021A00056103034,Whatì,NT,,
2021A00056103049,Gamètì,NT,,
2021A00056103052,Wekweètì,NT,,
2021A00056103097,"Region 3, Unorganized",NT,,
2021A00056104005,Kakisa,NT,,
2021A00056104006,Sambaa K'e,NT,,
2021A00056104009,Fort Liard,NT,,
2021A00056104010,Nahanni Butte,NT,,
2021A00056104013,Jean Marie River,NT,,
2021A00056104014,Fort Providence,NT,,
2021A00056104017,Hay River Dene 1,NT,,
2021A00056104038,Fort Simpson,NT,,
2021A00056104044,Wrigley,NT,,
2021A00056104097,"Region 4, Unorganized",NT,,
2021A00056105001,Fort Smith,NT,,
2021A00056105003,Enterprise,NT,,
2021A00056105004,Salt Plains 195,NT,,
2021A00056105016,Hay River,NT,,
2021A00056105018,Fort Resolution,NT,,
2021A00056105020,Lutselk'e,NT,,
2021A00056105026,Reliance,NT,,
2021A00056105097,"Region 5, Unorganized",NT,,
2021A00056106021,Dettah,NT,,
2021A00056106023,Yellowknife,NT,,
2021A00056106097,"Region 6, Unorganized",NT,,
2021A00056204001,Sanikiluaq,NU,,
2021A00056204003,Iqaluit,NU,,
2021A00056204005,Kimmirut,NU,,
2021A00056204007,Cape Dorset,NU,,
2021A00056204009,Pangnirtung,NU,,
2021A00056204010,Qikiqtarjuaq,NU,,
2021A00056204011,Hall Beach,NU,,
2021A00056204012,Igloolik,NU,,
2021A00056204015,Clyde River,NU,,
2021A00056204018,Arctic Bay,NU,,
2021A00056204019,Nanisivik,NU,,
2021A00056204020,Pond Inlet,NU,,
2021A00056204022,Resolute,NU,,
2021A00056204025,Grise Fiord,NU,,
2021A00056204030,"Qikiqtaaluk, Unorganized",NU,,
2021A00056205014,Coral Harbour,NU,,
2021A00056205015,Arviat,NU,,
2021A00056205016,Whale Cove,NU,,
2021A00056205017,Rankin Inlet,NU,,
2021A00056205019,Chesterfield Inlet,NU,,
